,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
8355,37.859,45.95908259942337,0.0,41.60810362915505,0.0,53.571428571428555,-4.350978970268313
8356,38.495,47.420547614891255,0.0,43.06956864462295,0.0,57.85714285714285,-4.3509789702683115
8357,40.334,47.12464513366973,0.0,42.773666163401415,0.0,62.14285714285714,-4.3509789702683115
8358,44.246,59.63457613295253,0.0,55.283597162684224,0.0,66.42857142857143,-4.350978970268308
8359,48.482,71.3934011655102,5.419191210869546,72.46161340611144,0.0,70.71428571428571,-4.350978970268308
8360,45.948,75.90730920251262,14.275834291099054,89.01172607853944,0.0,75.0,-1.1714174150722414
8361,45.389,98.13490184883163,21.505221983796183,118.46870641755557,0.0,76.15384615384615,-1.1714174150722414
8362,43.379,126.26579370980544,34.06901310231646,159.16338939704966,0.0,77.3076923076923,-1.1714174150722343
8363,40.468,133.83705347879544,39.56799289215252,172.23362895587573,0.0,78.46153846153845,-1.1714174150722343
8364,39.919,174.31239767635824,37.44489907691081,210.58587933819683,0.0,79.6153846153846,-1.1714174150722343
8365,39.471,221.54730218307296,20.998248585230687,241.37413335323143,0.0,80.76923076923076,-1.171417415072236
8366,39.471,258.872972573355,3.12981159600351,260.83136675428625,0.0,81.92307692307692,-1.171417415072236
8367,40.814,180.92146511979738,0.0,179.75004770472515,0.0,83.07692307692307,-1.171417415072236
8368,39.919,221.83085231912395,0.0,220.65943490405172,0.0,84.23076923076923,-1.171417415072236
8369,39.369,244.1731295185721,0.0,243.00171210349987,0.0,85.38461538461537,-1.171417415072236
8370,38.496,259.3647583100084,0.0,258.19334089493617,0.0,86.53846153846153,-1.171417415072237
8371,37.818,289.7066629745263,0.0,288.53524555945404,0.0,87.6923076923077,-1.171417415072236
8372,37.004,317.27001215211396,0.0,300.0,16.098594737041726,88.84615384615385,-1.171417415072237
8373,37.004,279.68473502664636,0.0,278.5133176115741,0.0,90.00000000000001,-1.1714174150722378
8374,37.004,281.78362787749967,0.0,280.6122104624274,0.0,91.15384615384617,-1.1714174150722378
8375,37.004,284.4776832686361,0.0,283.30626585356384,0.0,92.30769230769232,-1.1714174150722378
8376,34.374,291.9846367887185,0.0,290.81321937364623,0.0,93.46153846153848,-1.171417415072237
8377,34.374,333.30233250335453,0.0,300.0,32.1309150882823,94.61538461538464,-1.171417415072237
8378,34.374,331.67622573382965,0.0,300.0,30.504808318757416,95.76923076923077,-1.171417415072237
8379,34.374,331.6805928628204,0.0,300.0,30.509175447748152,96.92307692307692,-1.1714174150722365
8380,34.374,334.64054152424796,0.0,300.0,33.46912410917573,98.07692307692307,-1.1714174150722365
8381,34.374,338.3486538350993,0.0,300.0,37.177236420027064,99.23076923076923,-1.171417415072237
8382,34.374,346.2601512884334,0.0,300.0,45.08873387336117,100.38461538461537,-1.1714174150722365
8383,36.052,347.24639525884544,1.345557408890286,300.0,47.42053525266348,101.53846153846153,-1.1714174150722374
8384,36.151,348.28166476056236,8.272284603254363,300.0,55.38253194874451,102.69230769230768,-1.1714174150722365
8385,35.686,344.66772319626193,9.064826898559081,300.0,52.56113267974879,103.84615384615383,-1.1714174150722365
8386,35.52,318.4580988610629,7.369052891603438,300.0,24.6557343375941,104.99999999999997,-1.171417415072237
8387,35.436,331.52032608789847,12.266049512988845,300.0,42.61495818581508,106.15384615384613,-1.1714174150722374
8388,35.265,324.17768148300394,8.104005080745301,300.0,31.11026914867701,107.30769230769229,-1.1714174150722374
8389,34.899,348.9026235913944,0.5422443651895926,300.0,48.273450541511764,108.46153846153844,-1.1714174150722378
8390,35.371,347.95473690145116,0.0,300.0,46.783319486378915,109.61538461538458,-1.1714174150722378
8391,36.195,347.20687284791666,0.0,300.0,46.035455432844415,110.76923076923075,-1.1714174150722378
8392,41.281,348.5434279785958,0.0,300.0,47.372010563523546,111.9230769230769,-1.1714174150722378
8393,47.47,348.83075047748855,0.0,300.0,47.65933306241631,113.07692307692305,-1.1714174150722378
8394,46.822,348.06495329178983,0.0,300.0,46.89353587671759,114.2307692307692,-1.1714174150722378
8395,42.505,349.77070078396065,0.0,300.0,48.59928336888841,115.38461538461536,-1.1714174150722378
